id,lon,lat,kind,NDVI_p50,NDWI_p50,B11_p50,B12_p50
TAP_P02017,-57.55771757882141,-6.526634961618229,vegetated,0.8095238208770752,-0.7095929384231567,0.1706999987363815,0.0702999979257583
TAP_P02018,-56.684930727886425,-5.747806775104634,vegetated,0.8254895210266113,-0.7332123517990112,0.1544999927282333,0.067900002002716
TAP_P02020,-57.05935106180222,-7.247098769104976,bare — sandbar / spoil / tailings,0.0881111323833465,-0.1964403539896011,0.3048000037670135,0.2676999866962433
TAP_P02022,-57.142232340857376,-5.454678628421826,vegetated,0.7998528480529785,-0.70712810754776,0.1614000052213668,0.0658000037074089
TAP_P02024,-57.5191049187069,-6.95628611012188,vegetated,0.8219190835952759,-0.7155120968818665,0.1503500044345855,0.0604499988257885
TAP_P02025,-56.36655771197154,-6.366912491211356,vegetated,0.7996054291725159,-0.6835252642631531,0.1573333293199539,0.0636100023984909
TAP_P02026,-56.69654824055869,-7.6398301215305375,vegetated,0.3356010019779205,-0.3737891912460327,0.3191500008106231,0.1867499947547912
TAP_P02027,-57.37175324451688,-6.135202858203631,vegetated,0.8196485042572021,-0.7059383988380432,0.1622499972581863,0.0680499970912933
TAP_P02028,-56.73595550656132,-7.391692036249346,vegetated,0.3205058872699737,-0.3350448608398437,0.2263000011444091,0.1343999952077865
TAP_P02030,-56.67313150266474,-7.286612200568222,vegetated,0.6048305630683899,-0.4517742693424225,0.1606999933719635,0.0721499994397163
TAP_P02033,-56.62446906364331,-5.565689278034949,vegetated,0.7826687097549438,-0.6822210550308228,0.1641000062227249,0.0723500028252601
TAP_P02035,-56.71913051556211,-6.890822971499865,vegetated,0.7888128161430359,-0.7023454308509827,0.2132000029087066,0.09825000166893
